Sales Date,Car Make,Car Model,Model Year,Base Price,Discount,Final Price,Accessories Cost,Total Sale Value,Customer Name,Salesperson,Region,Payment Method,Sales Channel,Warranty Years
2021-05-11,Honda,CR-V,2020,19597,209.97,19387.03,2793,22180.03,Kathleen White,Luis Patterson,North,Finance,In-Store,1
2024-02-04,Ford,Fusion,2023,66594,9600.85,56993.15,2506,59499.15,Devin Rice,Evelyn Hurley,North,Cash,Online,5
2025-02-01,Chevrolet,Traverse,2017,58133,8255.46,49877.54,3373,53250.54,Erica Harrell,James Crane,East,Credit Card,Online,2
2024-08-28,Chevrolet,Malibu,2015,39716,2181.91,37534.09,3590,41124.09,Catherine Navarro,Jose Cook,North,Lease,Third-Party Dealer,3
2022-05-17,Honda,Pilot,2020,70956,7805.37,63150.63,3845,66995.63,Selena Hicks,Kenneth Ramirez,East,Lease,Third-Party Dealer,4
2020-09-09,Honda,CR-V,2020,64140,9502.99,54637.01,2803,57440.01,Patrick Martinez,Kathryn Young,West,Lease,Online,2
2024-02-08,Hyundai,Santa Fe,2018,25584,760.08,24823.92,822,25645.92,Scott Davis,Jennifer Herrera,North,Cash,Online,1
2021-02-17,Hyundai,Santa Fe,2023,75136,6647.5,68488.5,4388,72876.5,Christopher Potts,Joyce Rowland,East,Lease,Online,5
2024-04-23,Ford,Escape,2018,64103,2252.81,61850.19,3357,65207.19,Bianca Foster,Anthony Lee,East,Cash,Online,5
2021-02-21,Chevrolet,Traverse,2017,38208,4799.88,33408.12,3339,36747.12,Sarah Smith,Christopher Holt,South,Cash,Online,4
2023-02-07,Mercedes-Benz,GLE,2016,63532,7348.88,56183.12,3770,59953.12,Lisa Leach,Brandon Brady,East,Credit Card,Third-Party Dealer,5
2022-05-09,Ford,Explorer,2015,20163,1597.8,18565.2,4253,22818.2,Alexis Schultz,Nancy Andrews,South,Lease,In-Store,1
2024-11-29,Nissan,Rogue,2016,19199,405.82,18793.18,1266,20059.18,Teresa Cardenas,Jean Reyes,North,Lease,Online,2
2022-07-24,Mercedes-Benz,GLE,2023,55536,7240.98,48295.020000000004,2141,50436.020000000004,Monica Arellano,Tyler Castaneda,West,Credit Card,Third-Party Dealer,5
2022-01-08,Hyundai,Santa Fe,2017,40117,4557.03,35559.97,975,36534.97,Makayla Nelson,Travis Smith,North,Credit Card,In-Store,1
2023-12-09,BMW,X3,2023,39970,5459.11,34510.89,2064,36574.89,Cheyenne Drake,Kaitlyn Santana,South,Credit Card,In-Store,4
2022-05-04,Nissan,Sentra,2016,61008,3861.59,57146.41,1946,59092.41,Elizabeth Cervantes,Sheila Lewis,West,Cash,In-Store,1
2025-01-19,Hyundai,Tucson,2017,65443,1988.94,63454.06,522,63976.06,Kathleen Jones,Jeremy Friedman,West,Lease,In-Store,3
2022-12-23,Mercedes-Benz,GLC,2018,17900,2457.0,15443.0,3143,18586.0,Zachary Keith,John Glass,South,Finance,Online,1
2023-01-20,Chevrolet,Silverado,2022,25463,3270.61,22192.39,1745,23937.39,Christian Zhang,Tiffany Martin,West,Credit Card,Third-Party Dealer,1
2024-02-16,Nissan,Rogue,2021,67906,2732.26,65173.74,2570,67743.73999999999,Chad Patel,Samantha Heath,West,Cash,In-Store,3
2020-11-17,Hyundai,Tucson,2015,21684,2726.52,18957.48,3380,22337.48,Erica Williams,Micheal Cooper,West,Cash,Online,5
2020-11-12,Mercedes-Benz,E-Class,2018,69704,5194.54,64509.46,1072,65581.45999999999,Kathryn Joseph,Matthew Navarro,West,Cash,Online,3
2023-03-25,Mercedes-Benz,GLC,2021,28756,503.56,28252.44,2920,31172.44,Larry Jones,Kim Huang,South,Cash,Online,4
2024-06-01,Toyota,RAV4,2021,49224,3205.72,46018.28,4391,50409.28,William Bailey,Shelly Rodriguez,East,Credit Card,Online,1
2022-05-09,Toyota,Camry,2015,27371,1046.18,26324.82,886,27210.82,Jeremy Avila,Douglas Clark,East,Cash,In-Store,4
2023-03-14,Ford,F-150,2022,57701,6697.12,51003.88,1039,52042.88,Katherine Hodge,Nicholas Hamilton,East,Finance,Third-Party Dealer,2
2020-07-12,Nissan,Altima,2021,62109,4543.13,57565.87,3289,60854.87,Rachel May,Ricardo Hanna,East,Credit Card,Online,3
2023-09-11,Mercedes-Benz,GLC,2018,65212,1744.64,63467.36,2617,66084.36,Mary Sullivan,Ashley Sanchez,North,Lease,In-Store,1
2023-06-14,Honda,Civic,2015,51793,6940.86,44852.14,4585,49437.14,Nicole Hamilton,Melanie Davis,South,Cash,Third-Party Dealer,5
2021-01-05,Honda,Civic,2018,56280,1978.44,54301.56,3767,58068.56,David Morton,Maria Watson,South,Credit Card,Online,1
2023-07-12,Honda,Civic,2024,25285,1184.76,24100.24,3962,28062.24,John Campbell,James Miller,West,Lease,Online,5
2022-07-10,BMW,X3,2022,62135,1233.0,60902.0,4194,65096.0,Hannah Evans,Justin Garrett,West,Finance,Online,2
2024-04-24,Ford,Fusion,2016,26555,405.66,26149.34,751,26900.34,Margaret Christensen,Elizabeth Fernandez,East,Finance,Online,2
2023-06-20,Ford,Escape,2020,60469,3891.22,56577.78,4146,60723.78,Ann Franklin,Jeffrey White,West,Finance,In-Store,4
2022-05-05,Mercedes-Benz,E-Class,2023,72341,1724.94,70616.06,3091,73707.06,Vincent Miller,Rebecca Reese,West,Lease,Online,3
2022-10-10,BMW,X5,2015,22700,946.09,21753.91,1138,22891.91,Mrs. Susan Lopez,Hannah Reynolds,North,Cash,Online,1
2022-02-21,Ford,Explorer,2018,59497,6630.03,52866.97,2606,55472.97,Michael Boyle,Nathaniel Reyes,South,Cash,Third-Party Dealer,3
2021-07-20,Chevrolet,Traverse,2024,33152,2094.35,31057.65,551,31608.65,Jonathan Nelson,Brian Hall,North,Cash,Third-Party Dealer,2
2022-08-11,BMW,5 Series,2017,27889,2381.96,25507.04,1710,27217.04,Melissa Flynn,Michael Smith,North,Lease,Online,4
2022-05-28,Ford,Fusion,2022,24954,1673.36,23280.64,2546,25826.64,Tanya Berg,Joseph Vincent,South,Cash,Third-Party Dealer,1
2022-02-01,Hyundai,Elantra,2017,69337,3658.82,65678.18,3068,68746.18,Samantha Johnson,Jose Davenport,North,Finance,Third-Party Dealer,3
2022-04-29,Honda,Accord,2022,67640,8544.09,59095.91,2980,62075.91,Brandi Palmer,Hunter Smith,West,Credit Card,Third-Party Dealer,5
2022-05-26,Ford,F-150,2017,43066,3587.41,39478.59,2698,42176.59,Mary Jackson,Jamie Reynolds,North,Cash,Third-Party Dealer,5
2024-12-09,Chevrolet,Malibu,2022,49160,3191.79,45968.21,3916,49884.21,Zachary Hays,Julie Hayes,West,Finance,Online,1
2021-12-15,Honda,Accord,2015,75140,1342.14,73797.86,3017,76814.86,Danielle Garcia,Rodney Mendoza,West,Lease,Third-Party Dealer,5
2020-08-10,Hyundai,Santa Fe,2024,26797,2428.72,24368.28,4095,28463.28,James Shaw,Richard Liu,North,Credit Card,Online,3
2021-03-27,Mercedes-Benz,C-Class,2018,75354,4785.39,70568.61,4589,75157.61,Duane Wolfe,Heather Bradshaw,North,Cash,In-Store,1
2023-01-06,Nissan,Sentra,2020,21658,2190.27,19467.73,3183,22650.73,Jordan Frye,Tiffany Palmer,North,Lease,Third-Party Dealer,3
2021-01-31,Toyota,Corolla,2022,23636,1124.83,22511.17,3482,25993.17,Makayla Bennett,Shane Black,North,Finance,Third-Party Dealer,5
2023-07-28,Mercedes-Benz,E-Class,2023,59798,2286.17,57511.83,4301,61812.83,Ashley Combs,Sherry Campbell,South,Lease,Online,1
2023-02-02,Chevrolet,Equinox,2022,53642,5317.15,48324.85,2391,50715.85,Dana Medina,Tony Good,West,Credit Card,In-Store,1
2023-09-21,Honda,Accord,2016,62599,7396.76,55202.24,2557,57759.24,Emma Williams,James Benitez,East,Lease,Third-Party Dealer,3
2023-11-17,Toyota,Camry,2020,46051,5284.05,40766.95,2099,42865.95,Karen Garcia,Brooke Rivers,North,Lease,Online,3
2025-01-30,Toyota,Highlander,2024,53800,5594.46,48205.54,3520,51725.54,Sandra Miller,Charles Hughes,West,Finance,In-Store,4
2024-05-19,Mercedes-Benz,GLE,2022,29025,1455.37,27569.63,751,28320.63,Evan Woods,Samantha Johnson,South,Cash,In-Store,3
2023-02-23,BMW,X3,2022,73860,4120.1,69739.9,1391,71130.9,Heather Davis,Catherine Thompson,North,Lease,In-Store,3
2023-05-06,Toyota,Corolla,2020,55576,7993.75,47582.25,962,48544.25,Amanda Edwards,David Lee,South,Cash,In-Store,3
2022-12-25,Nissan,Murano,2019,50451,6521.36,43929.64,4722,48651.64,Kristine Lee,Charles Case,North,Lease,Third-Party Dealer,4
2024-09-05,Hyundai,Elantra,2024,60748,6605.47,54142.53,3440,57582.53,Michael Estrada,Jacqueline Johnson,North,Cash,Online,3
2022-02-23,Mercedes-Benz,E-Class,2019,27278,3994.08,23283.92,1658,24941.92,Diana Cain,Joshua Raymond,South,Lease,In-Store,3
2023-01-15,BMW,5 Series,2015,50221,7416.35,42804.65,3660,46464.65,Ryan Davis,Joseph Moore,West,Cash,Online,4
2022-07-09,Chevrolet,Malibu,2020,33768,3540.22,30227.78,4236,34463.78,John Bishop,Hunter Fowler,East,Lease,Third-Party Dealer,1
2020-08-29,Chevrolet,Silverado,2021,72953,1691.52,71261.48,1448,72709.48,Emily Stevenson DDS,Hannah Brown,West,Finance,Third-Party Dealer,5
2022-02-26,Hyundai,Sonata,2021,26508,1211.98,25296.02,1268,26564.02,Cory Love,Melanie Graves,South,Finance,Online,5
2022-04-18,BMW,X3,2019,32761,2044.3,30716.7,4119,34835.7,Matthew Hanson,Steven King,North,Credit Card,In-Store,4
2024-03-08,Hyundai,Tucson,2024,72326,1003.98,71322.02,2351,73673.02,Krystal Yang,Ashley Black,West,Finance,In-Store,3
2020-04-16,Chevrolet,Traverse,2023,68990,6369.74,62620.26,4857,67477.26000000001,Gregory Stark,William Ford,East,Credit Card,In-Store,5
2021-12-06,Hyundai,Elantra,2019,21961,2868.53,19092.47,2614,21706.47,Ashley Robinson,Alvin Johnson,North,Cash,Third-Party Dealer,2
2023-05-15,Toyota,Corolla,2019,41330,5758.33,35571.67,1300,36871.67,Tiffany Wise,Austin Carlson,East,Lease,Online,4
2021-09-20,Honda,Civic,2020,19407,1321.46,18085.54,4414,22499.54,Betty Miller,Amy Golden,East,Lease,Third-Party Dealer,2
2020-05-26,Hyundai,Santa Fe,2019,77726,11325.05,66400.95,1605,68005.95,Nicole Vargas,John Christensen,North,Credit Card,Third-Party Dealer,4
2021-08-25,Chevrolet,Malibu,2017,52374,7692.83,44681.17,3168,47849.17,Gabriel Watts,Phillip Thomas,South,Finance,Online,3
2020-12-04,Mercedes-Benz,C-Class,2023,52017,4099.57,47917.43,2984,50901.43,Rhonda Monroe,Isaiah Phillips,East,Credit Card,In-Store,2
2021-09-21,Toyota,Corolla,2015,31171,1909.78,29261.22,3198,32459.22,Nicholas Moreno,Michele Jones,North,Lease,Third-Party Dealer,5
2021-08-31,Hyundai,Elantra,2016,60398,6783.3,53614.7,2435,56049.7,Sara Davis,Wanda Rivera,East,Cash,Third-Party Dealer,5
2023-06-10,Hyundai,Santa Fe,2018,56059,3476.88,52582.12,1302,53884.12,Melissa Cook,Terry Chapman,East,Cash,Third-Party Dealer,1
2022-01-04,Ford,Explorer,2019,36922,1093.4,35828.6,2737,38565.6,Shannon Foster,Ronald Delgado,West,Cash,In-Store,5
2025-03-18,BMW,3 Series,2017,30841,1801.35,29039.65,3400,32439.65,Whitney Roberts,Nicole Morales,West,Credit Card,Online,2
2024-01-05,Mercedes-Benz,GLE,2023,21139,1346.82,19792.18,3492,23284.18,Eric Livingston,Heidi Collins,South,Finance,Online,5
2022-09-22,Honda,Accord,2020,62426,6688.79,55737.21,508,56245.21,Matthew Marshall,Brittney Ortiz,East,Credit Card,In-Store,3
2021-01-05,Mercedes-Benz,GLC,2017,30372,2165.16,28206.84,2611,30817.84,Timothy Hunt,Amanda Long,South,Credit Card,In-Store,2
2022-09-13,Mercedes-Benz,C-Class,2020,46406,3430.49,42975.51,1548,44523.51,Jeffrey Hill,Melanie Gonzales,East,Finance,Online,1
2021-04-17,Ford,F-150,2024,42577,746.41,41830.59,653,42483.59,Jennifer Flynn,Kevin Gilbert,West,Credit Card,Third-Party Dealer,5
2025-01-15,Honda,Pilot,2022,71433,8505.71,62927.29,2104,65031.29,Gavin Johnson,Sarah Sanchez,South,Lease,Third-Party Dealer,2
2024-06-11,Honda,Accord,2023,51797,6840.65,44956.35,4949,49905.35,Michael Villegas DVM,Barry Wright,West,Finance,Third-Party Dealer,1
2022-01-14,Ford,Explorer,2024,67211,4158.15,63052.85,566,63618.85,Robert Johnson,Rhonda Perez,East,Finance,Online,4
2022-02-24,Mercedes-Benz,GLE,2022,30611,1767.15,28843.85,3071,31914.85,Joshua Davidson,Colin Vargas,North,Credit Card,In-Store,1
2022-06-03,Nissan,Altima,2019,65787,8968.3,56818.7,3797,60615.7,Jeremy Hobbs,Isaiah Shah,West,Finance,Third-Party Dealer,3
2022-06-20,Nissan,Sentra,2017,40362,1733.73,38628.27,3391,42019.27,Barry Esparza,Michelle Rodriguez,West,Lease,In-Store,3
2022-07-03,BMW,X5,2024,76312,8537.06,67774.94,2509,70283.94,Thomas Mendoza,Michael Walker,North,Finance,In-Store,1
2022-08-03,Honda,Civic,2023,75826,7239.93,68586.07,4391,72977.07,Michelle Watkins,Christopher Robles,North,Credit Card,In-Store,3
2024-12-21,Ford,Explorer,2017,36187,2647.66,33539.34,3028,36567.34,Brian Sherman,Ryan Mercado,South,Credit Card,Third-Party Dealer,2
2022-07-22,Toyota,Camry,2017,39213,824.46,38388.54,691,39079.54,Joshua Bowen,Lisa Lee,North,Cash,Online,4
2022-12-17,Toyota,Camry,2015,63842,7033.72,56808.28,2243,59051.28,Jasmine Simmons,Dr. Amanda Taylor DDS,North,Finance,Third-Party Dealer,5
2020-10-16,Mercedes-Benz,C-Class,2022,52077,4664.72,47412.28,3128,50540.28,Francisco Garcia,Kevin Gibson,West,Lease,Online,3
2023-09-06,BMW,X3,2017,79888,7903.13,71984.87,1284,73268.87,Jamie Ellis,Donald Rodriguez,North,Lease,In-Store,1
2024-01-24,Mercedes-Benz,GLC,2019,66733,7382.67,59350.33,1149,60499.33,Andrew Valencia,Rebecca Thomas,East,Credit Card,Online,4
2023-07-15,Toyota,Corolla,2019,32056,2294.51,29761.489999999998,1983,31744.489999999998,Kristopher Terry,Daniel Phillips,West,Credit Card,In-Store,1
2023-12-08,Honda,Accord,2023,52574,2230.96,50343.04,2217,52560.04,Erik Medina,David Mcdowell,East,Credit Card,Online,1
2024-11-24,Hyundai,Tucson,2021,27404,1060.19,26343.81,3738,30081.81,Kimberly Decker,Brenda Walter,South,Finance,In-Store,2
2021-01-01,BMW,X5,2022,33372,844.48,32527.52,1037,33564.520000000004,George Durham,Larry Richardson,East,Finance,Third-Party Dealer,4
2023-11-21,Mercedes-Benz,C-Class,2021,26435,3324.63,23110.37,2233,25343.37,James Chandler,Nichole Thomas,South,Finance,In-Store,2
2020-12-25,Chevrolet,Equinox,2019,62883,2019.3,60863.7,4482,65345.7,Sarah Jacobson,Rebecca Mann,North,Lease,Online,2
2023-02-21,Mercedes-Benz,GLE,2020,59960,2206.93,57753.07,4287,62040.07,Scott Tucker,Tonya Lara,South,Finance,In-Store,3
2024-04-28,Nissan,Altima,2016,47313,4717.71,42595.29,2054,44649.29,April Guzman,James Brown,North,Finance,Online,4
2024-05-15,Chevrolet,Traverse,2018,24355,613.22,23741.78,2028,25769.78,Rebecca Peters,Lisa Petersen,West,Credit Card,Third-Party Dealer,4
2021-11-06,Ford,F-150,2018,64652,5618.37,59033.63,3182,62215.63,Shane Allen,Kristen Floyd,West,Lease,Online,2
2023-07-01,Nissan,Altima,2023,25257,1108.16,24148.84,2073,26221.84,Daniel Garcia,Peter Caldwell,South,Cash,Online,3
2021-09-16,Mercedes-Benz,C-Class,2022,32150,2097.25,30052.75,3211,33263.75,Brenda Reynolds,Randy Morrison,West,Finance,Online,3
2021-08-06,Honda,Pilot,2021,27624,756.14,26867.86,4572,31439.86,Susan Fields,Jodi Oconnor,East,Lease,In-Store,1
2023-05-02,BMW,3 Series,2023,50063,5647.57,44415.43,557,44972.43,Justin Webb,David Morgan,South,Finance,Third-Party Dealer,5
2022-07-21,Toyota,Highlander,2015,37761,1385.22,36375.78,4406,40781.78,Jennifer Moon,Tammy Carter,South,Finance,Online,5
2021-03-25,Toyota,Highlander,2020,66944,3929.09,63014.91,1483,64497.91,Nicole Newman,Natalie Bradshaw,North,Finance,In-Store,5
2022-11-10,Ford,Escape,2018,49381,4259.16,45121.84,2680,47801.84,Emma Holmes,Lauren Becker,South,Credit Card,Online,2
2020-11-29,Chevrolet,Malibu,2018,41590,5092.4,36497.6,2999,39496.6,Raymond Benton,Michael Reed,North,Finance,In-Store,3
2022-06-20,Ford,F-150,2024,60052,6110.98,53941.020000000004,4434,58375.020000000004,Anna Hudson,Gwendolyn Sweeney MD,North,Finance,Third-Party Dealer,4
2022-09-26,Toyota,RAV4,2023,56763,5515.86,51247.14,2679,53926.14,Evan Romero,Charlotte Cordova,West,Lease,Online,1
2021-07-19,Honda,Pilot,2021,55208,1380.51,53827.49,2241,56068.49,Riley Chambers,Elizabeth Palmer,West,Cash,Third-Party Dealer,1
2022-09-13,Toyota,Highlander,2019,33962,3684.05,30277.95,2587,32864.95,Angela Martinez,Ariana Roberts,East,Lease,In-Store,1
2021-10-02,Ford,Explorer,2017,60915,8701.21,52213.79,4911,57124.79,Christopher Jones,Vincent Dyer,West,Cash,In-Store,3
2023-10-30,Toyota,RAV4,2021,79452,5083.56,74368.44,811,75179.44,Kimberly Mitchell,Patricia Griffin,West,Lease,Online,3
2022-02-12,BMW,3 Series,2018,20200,1485.03,18714.97,3977,22691.97,Ashley Pitts,Teresa Morris,North,Cash,In-Store,3
2020-07-12,Honda,Accord,2019,54626,2523.55,52102.45,1618,53720.45,Sonia Fowler,John Abbott Jr.,East,Lease,In-Store,3
2025-03-09,Chevrolet,Traverse,2020,41429,3937.88,37491.12,3719,41210.12,Sandra Coleman DDS,Jesse Black,West,Finance,In-Store,4
2025-01-26,Hyundai,Tucson,2019,72567,4733.56,67833.44,1325,69158.44,Annette Chang,Robert Holt,North,Finance,In-Store,2
2024-06-22,Chevrolet,Equinox,2021,31541,3580.9,27960.1,2575,30535.1,Helen Peck,Melissa Benson,West,Finance,Online,3
2024-12-28,Mercedes-Benz,E-Class,2017,59228,3594.04,55633.96,3450,59083.96,Denise Randall,Yolanda Richards,North,Credit Card,Online,1
2022-02-11,Ford,Fusion,2018,17978,770.25,17207.75,4390,21597.75,Andrea Dominguez,Dr. Audrey Fitzpatrick,South,Finance,Third-Party Dealer,2
2020-08-08,Ford,Explorer,2015,78298,9009.79,69288.20999999999,4169,73457.20999999999,Travis Lopez,Angela Herrera,East,Cash,Online,5
2022-08-15,Mercedes-Benz,GLC,2015,65276,5029.83,60246.17,2391,62637.17,Stephen Tate,Eric Rice,South,Credit Card,Online,2
2021-05-31,Honda,Civic,2016,31251,588.83,30662.17,3433,34095.17,Katrina Jordan,Gary Murphy,North,Finance,Online,1
2022-05-29,Chevrolet,Traverse,2016,74247,8117.27,66129.73,2309,68438.73,Joanna Johnson,Deborah Smith,South,Finance,In-Store,4
2023-08-27,Hyundai,Sonata,2022,64381,5526.37,58854.63,3756,62610.63,Bryan Johnson,John Thomas,East,Lease,Online,5
2021-01-09,BMW,X5,2019,69641,6341.87,63299.13,585,63884.13,Amanda Davidson,Denise Taylor,West,Credit Card,Online,4
2022-04-29,Mercedes-Benz,C-Class,2021,26659,2848.43,23810.57,2429,26239.57,Stuart Welch,Stacy Wolf,South,Credit Card,Third-Party Dealer,3
2020-12-06,Chevrolet,Traverse,2016,58184,8081.01,50102.99,4281,54383.99,Frederick Boone,Ann Lewis,East,Finance,Online,3
2020-07-20,Honda,CR-V,2019,44895,5079.92,39815.08,3113,42928.08,Patrick Garcia,Jonathan Garcia,East,Lease,In-Store,1
2021-04-05,BMW,X3,2015,42722,1941.3,40780.7,4605,45385.7,Jasmine Gonzalez,Tracey Wilcox,East,Finance,Third-Party Dealer,3
2021-08-14,Honda,CR-V,2016,18607,1970.34,16636.66,4035,20671.66,Beth Ramirez,Bobby Valenzuela,West,Credit Card,Online,5
2024-02-07,Honda,Civic,2021,19940,821.05,19118.95,4877,23995.95,Steven Lopez,Alex Prince,South,Credit Card,Third-Party Dealer,5
2023-11-09,Nissan,Murano,2019,24885,2080.04,22804.96,3973,26777.96,Jeffrey Preston,Thomas Ritter,North,Finance,Third-Party Dealer,1
2022-09-03,Nissan,Murano,2024,37680,1057.38,36622.62,2345,38967.62,Katelyn Phillips,Brandy George,North,Credit Card,Third-Party Dealer,1
2023-02-22,Nissan,Murano,2018,24772,1782.41,22989.59,2861,25850.59,Richard Gregory,Erik Liu,West,Lease,In-Store,4
2024-09-28,Honda,Accord,2017,67764,6090.23,61673.770000000004,3541,65214.770000000004,Rachel Coleman,Mark Thomas,West,Cash,Third-Party Dealer,3
2024-01-24,Nissan,Murano,2017,42949,6307.56,36641.44,1963,38604.44,David Lee,Caitlin Hayes,West,Finance,Online,5
2021-12-27,Hyundai,Tucson,2023,65642,6387.94,59254.06,4006,63260.06,Hannah Edwards,Julia Rush,South,Credit Card,Third-Party Dealer,2
2023-11-09,Ford,F-150,2017,76057,1750.29,74306.71,1488,75794.71,Catherine Meyer,Richard Edwards,East,Finance,Online,1
2023-02-24,Nissan,Altima,2022,19157,1741.54,17415.46,4704,22119.46,Rita Olson,Shane Ward,North,Credit Card,Online,5
2023-02-26,Chevrolet,Equinox,2017,18003,945.31,17057.69,4377,21434.69,Douglas Davis,Lawrence Bailey,East,Credit Card,In-Store,3
2023-05-24,Chevrolet,Traverse,2015,18801,1714.26,17086.74,2296,19382.74,Justin Reyes,Elizabeth Gross,East,Cash,In-Store,4
2022-05-08,Chevrolet,Traverse,2019,28360,3126.76,25233.239999999998,1993,27226.239999999998,Michael Jones,Alvin Gonzales,West,Cash,In-Store,1
2022-01-21,Chevrolet,Traverse,2021,62971,1819.17,61151.83,609,61760.83,James Caldwell,Phillip Anderson,West,Finance,Third-Party Dealer,1
2021-03-26,Toyota,Highlander,2019,65826,8108.83,57717.17,1428,59145.17,April Anderson,Dr. Dawn Pham,West,Lease,Third-Party Dealer,1
2021-09-27,Chevrolet,Silverado,2022,38068,3709.36,34358.64,4326,38684.64,Rachael Perkins,Elizabeth Collins,South,Credit Card,In-Store,4
2020-05-27,BMW,X3,2021,77763,8167.06,69595.94,4684,74279.94,Lindsay Miranda,Peter Holmes,West,Credit Card,Online,2
2020-07-24,Mercedes-Benz,GLC,2020,29442,1970.41,27471.59,1715,29186.59,Jennifer Herrera,Tracy Williams,West,Cash,In-Store,2
2022-10-31,Hyundai,Sonata,2023,74435,10019.05,64415.95,3222,67637.95,Chase Williams,Kenneth Trevino,East,Lease,In-Store,1
2020-07-11,Mercedes-Benz,E-Class,2023,66959,4008.79,62950.21,4558,67508.20999999999,Andrew Stevens,Annette Allen,South,Credit Card,Online,3
2023-04-13,Chevrolet,Malibu,2019,62575,7632.57,54942.43,1762,56704.43,Aaron Dickson,Tammy Garcia,North,Cash,Third-Party Dealer,3
2020-05-20,Nissan,Sentra,2018,46772,4003.81,42768.19,1051,43819.19,Marc Miller,Cameron Gordon,South,Credit Card,In-Store,5
2022-12-11,Honda,CR-V,2015,52758,7667.24,45090.76,4897,49987.76,Laura Carter,Dennis Bailey,North,Finance,Third-Party Dealer,2
2022-05-08,Honda,Accord,2018,79725,10906.64,68818.36,3606,72424.36,Patrick Butler,Thomas Smith,South,Finance,Online,4
2024-01-20,Ford,F-150,2020,18525,1275.49,17249.51,1850,19099.51,Henry Davis,Amber Washington,North,Lease,Online,1
2021-01-22,Honda,Accord,2017,77030,10834.14,66195.86,1296,67491.86,Monica Griffith,Edward Finley,West,Cash,Third-Party Dealer,5
2023-06-07,Hyundai,Tucson,2018,51163,6826.82,44336.18,1994,46330.18,David Williams,Darlene Lopez DVM,West,Credit Card,Online,4
2022-11-28,Mercedes-Benz,GLC,2024,68924,6002.68,62921.32,4967,67888.32,Allen Jackson,Kevin Rich,North,Lease,In-Store,4
2023-12-07,Hyundai,Santa Fe,2017,51682,7546.7,44135.3,562,44697.3,Kevin Sanchez,Terri Mccann,North,Finance,Online,5
2023-06-07,Mercedes-Benz,E-Class,2018,68927,9641.32,59285.68,3726,63011.68,Cheryl Brennan,Michelle Potter,West,Finance,Online,5
2024-02-10,Toyota,Camry,2023,74639,3765.34,70873.66,4934,75807.66,Allen Obrien,Gary Perry,West,Lease,Third-Party Dealer,5
2020-12-10,Hyundai,Santa Fe,2023,59395,8836.66,50558.34,1494,52052.34,Cynthia Kim,Mr. Donald Harris,West,Cash,In-Store,2
2025-04-05,Mercedes-Benz,GLC,2015,38852,5110.47,33741.53,1807,35548.53,Stephanie Nunez,Jennifer Smith,West,Cash,Online,3
2021-09-11,Nissan,Sentra,2016,77932,7911.47,70020.53,751,70771.53,Benjamin Arnold,Anthony Craig,North,Finance,Online,5
2023-01-18,Toyota,Highlander,2015,29279,3175.7,26103.3,708,26811.3,Christopher Snyder,William Jones,North,Lease,In-Store,1
